config,person,ok,byte_errors
single,Dick_Cheney,1,26
vote5,Dick_Cheney,1,14
vote5,Dick_Cheney,1,10
vote5,Dick_Cheney,1,14
vote5,Dick_Cheney,1,18
vote5,Dick_Cheney,1,18
single,Dominique_de_Villepin,0,29
single,Dominique_de_Villepin,0,29
single,Dominique_de_Villepin,1,28
single,Dominique_de_Villepin,0,30
vote5,Dominique_de_Villepin,1,17
vote5,Dominique_de_Villepin,1,16
vote5,Dominique_de_Villepin,1,23
vote5,Dominique_de_Villepin,1,12
vote5,Dominique_de_Villepin,1,8
single,Donald_Rumsfeld,1,28
single,Donald_Rumsfeld,0,31
single,Donald_Rumsfeld,1,28
single,Donald_Rumsfeld,0,29
vote5,Donald_Rumsfeld,1,15
vote5,Donald_Rumsfeld,1,14
vote5,Donald_Rumsfeld,1,12
vote5,Donald_Rumsfeld,1,21
vote5,Donald_Rumsfeld,1,15
single,Edmund_Stoiber,1,27
single,Edmund_Stoiber,0,29
single,Edmund_Stoiber,0,31
single,Edmund_Stoiber,0,29
vote5,Edmund_Stoiber,1,8
vote5,Edmund_Stoiber,1,12
vote5,Edmund_Stoiber,1,13
vote5,Edmund_Stoiber,1,19
vote5,Edmund_Stoiber,1,14
single,Eduard_Shevardnadze,0,32
single,Eduard_Shevardnadze,1,26
single,Eduard_Shevardnadze,1,28
single,Eduard_Shevardnadze,1,24
vote5,Eduard_Shevardnadze,1,9
vote5,Eduard_Shevardnadze,0,32
vote5,Eduard_Shevardnadze,1,11
vote5,Eduard_Shevardnadze,1,15
vote5,Eduard_Shevardnadze,1,7
single,Eduardo_Duhalde,0,30
single,Eduardo_Duhalde,1,27
single,Eduardo_Duhalde,1,28
single,Eduardo_Duhalde,1,28
vote5,Eduardo_Duhalde,1,11
vote5,Eduardo_Duhalde,1,11
vote5,Eduardo_Duhalde,1,19
vote5,Eduardo_Duhalde,1,14
vote5,Eduardo_Duhalde,1,18
single,Edward_Lu,1,28
single,Edward_Lu,1,26
single,Edward_Lu,0,29
single,Edward_Lu,1,28
vote5,Edward_Lu,1,9
vote5,Edward_Lu,1,18
vote5,Edward_Lu,1,9
vote5,Edward_Lu,1,9
vote5,Edward_Lu,1,15
single,Elizabeth_Hurley,0,31
single,Elizabeth_Hurley,0,30
single,Elizabeth_Hurley,1,27
single,Elizabeth_Hurley,0,31
vote5,Elizabeth_Hurley,1,24
vote5,Elizabeth_Hurley,1,15
vote5,Elizabeth_Hurley,1,16
vote5,Elizabeth_Hurley,1,13
vote5,Elizabeth_Hurley,1,21
single,Elizabeth_Smart,1,27
single,Elizabeth_Smart,0,30
single,Elizabeth_Smart,0,29
single,Elizabeth_Smart,0,31
vote5,Elizabeth_Smart,1,17
vote5,Elizabeth_Smart,1,19
vote5,Elizabeth_Smart,1,23
vote5,Elizabeth_Smart,1,12
vote5,Elizabeth_Smart,1,9
single,Elsa_Zylberstein,0,30
single,Elsa_Zylberstein,0,29
single,Elsa_Zylberstein,0,31
single,Elsa_Zylberstein,0,30
vote5,Elsa_Zylberstein,1,27
vote5,Elsa_Zylberstein,1,18
vote5,Elsa_Zylberstein,1,19
vote5,Elsa_Zylberstein,1,10
vote5,Elsa_Zylberstein,1,10
single,Elton_John,0,31
single,Elton_John,0,31
single,Elton_John,1,28
single,Elton_John,0,32
vote5,Elton_John,1,20
vote5,Elton_John,1,20
vote5,Elton_John,1,22
vote5,Elton_John,1,16
vote5,Elton_John,1,12
single,Emanuel_Ginobili,1,28
single,Emanuel_Ginobili,1,25
single,Emanuel_Ginobili,0,32
single,Emanuel_Ginobili,1,28
vote5,Emanuel_Ginobili,1,12
vote5,Emanuel_Ginobili,1,20
vote5,Emanuel_Ginobili,1,11
vote5,Emanuel_Ginobili,1,18
vote5,Emanuel_Ginobili,1,14
single,Emma_Watson,0,30
single,Emma_Watson,0,31
single,Emma_Watson,1,28
single,Emma_Watson,0,30
vote5,Emma_Watson,1,18
vote5,Emma_Watson,1,11
vote5,Emma_Watson,1,14
vote5,Emma_Watson,1,12
vote5,Emma_Watson,1,18
single,Enrique_Bolanos,0,31
single,Enrique_Bolanos,0,31
single,Enrique_Bolanos,0,29
single,Enrique_Bolanos,0,31
vote5,Enrique_Bolanos,1,19
vote5,Enrique_Bolanos,1,16
vote5,Enrique_Bolanos,1,19
vote5,Enrique_Bolanos,1,17
vote5,Enrique_Bolanos,1,19
single,Erika_Harold,1,26
single,Erika_Harold,0,32
single,Erika_Harold,0,31
single,Erika_Harold,0,29
vote5,Erika_Harold,1,14
vote5,Erika_Harold,1,8
vote5,Erika_Harold,0,31
vote5,Erika_Harold,1,18
vote5,Erika_Harold,1,14
single,Fernando_Gonzalez,0,31
single,Fernando_Gonzalez,0,31
single,Fernando_Gonzalez,1,28
single,Fernando_Gonzalez,0,32
vote5,Fernando_Gonzalez,1,19
vote5,Fernando_Gonzalez,1,16
vote5,Fernando_Gonzalez,1,15
vote5,Fernando_Gonzalez,1,18
vote5,Fernando_Gonzalez,1,19
single,Fernando_Henrique_Cardoso,0,30
single,Fernando_Henrique_Cardoso,0,30
single,Fernando_Henrique_Cardoso,1,27
single,Fernando_Henrique_Cardoso,0,32
vote5,Fernando_Henrique_Cardoso,1,23
vote5,Fernando_Henrique_Cardoso,1,20
vote5,Fernando_Henrique_Cardoso,1,15
vote5,Fernando_Henrique_Cardoso,1,9
vote5,Fernando_Henrique_Cardoso,1,17
single,Fidel_Castro,0,31
single,Fidel_Castro,0,32
single,Fidel_Castro,0,29
single,Fidel_Castro,0,31
vote5,Fidel_Castro,1,24
vote5,Fidel_Castro,1,13
vote5,Fidel_Castro,1,13
vote5,Fidel_Castro,1,15
vote5,Fidel_Castro,1,16
single,Frank_Solich,1,28
single,Frank_Solich,0,31
single,Frank_Solich,0,30
single,Frank_Solich,1,23
vote5,Frank_Solich,1,8
vote5,Frank_Solich,1,8
vote5,Frank_Solich,1,17
vote5,Frank_Solich,1,16
vote5,Frank_Solich,1,13
single,Fujio_Cho,0,29
single,Fujio_Cho,0,29
single,Fujio_Cho,0,31
single,Fujio_Cho,1,27
vote5,Fujio_Cho,1,15
vote5,Fujio_Cho,1,16
vote5,Fujio_Cho,1,5
vote5,Fujio_Cho,1,15
vote5,Fujio_Cho,1,7
single,Gene_Robinson,1,28
single,Gene_Robinson,0,29
single,Gene_Robinson,1,28
single,Gene_Robinson,0,30
vote5,Gene_Robinson,1,14
vote5,Gene_Robinson,1,9
vote5,Gene_Robinson,1,21
vote5,Gene_Robinson,1,11
vote5,Gene_Robinson,1,13
single,Geoff_Hoon,0,30
single,Geoff_Hoon,1,28
single,Geoff_Hoon,0,30
single,Geoff_Hoon,1,26
vote5,Geoff_Hoon,1,13
vote5,Geoff_Hoon,1,15
vote5,Geoff_Hoon,1,15
vote5,Geoff_Hoon,1,13
vote5,Geoff_Hoon,1,13
single,George_Clooney,0,29
single,George_Clooney,0,31
single,George_Clooney,0,31
single,George_Clooney,1,28
vote5,George_Clooney,1,13
vote5,George_Clooney,1,25
vote5,George_Clooney,1,18
vote5,George_Clooney,1,20
vote5,George_Clooney,1,7
single,George_HW_Bush,0,30
single,George_HW_Bush,0,30
single,George_HW_Bush,0,31
single,George_HW_Bush,0,29
vote5,George_HW_Bush,1,18
vote5,George_HW_Bush,1,16
vote5,George_HW_Bush,1,12
vote5,George_HW_Bush,1,22
vote5,George_HW_Bush,1,12
single,George_Lopez,0,31
single,George_Lopez,1,26
single,George_Lopez,0,31
single,George_Lopez,1,28
vote5,George_Lopez,1,15
vote5,George_Lopez,1,16
vote5,George_Lopez,1,17
vote5,George_Lopez,1,17
vote5,George_Lopez,1,8
single,George_Pataki,0,31
single,George_Pataki,1,26
single,George_Pataki,0,30
single,George_Pataki,0,29
vote5,George_Pataki,1,13
vote5,George_Pataki,1,21
vote5,George_Pataki,1,12
vote5,George_Pataki,1,24
vote5,George_Pataki,1,16
single,George_Robertson,0,31
single,George_Robertson,0,30
single,George_Robertson,0,30
single,George_Robertson,0,31
vote5,George_Robertson,1,17
vote5,George_Robertson,1,16
vote5,George_Robertson,1,13
vote5,George_Robertson,1,13
vote5,George_Robertson,1,17
single,George_W_Bush,1,26
single,George_W_Bush,0,30
single,George_W_Bush,0,32
single,George_W_Bush,1,27
vote5,George_W_Bush,1,10
vote5,George_W_Bush,1,6
vote5,George_W_Bush,1,18
vote5,George_W_Bush,1,18
vote5,George_W_Bush,1,16
single,Gerhard_Schroeder,1,26
single,Gerhard_Schroeder,0,31
single,Gerhard_Schroeder,1,25
single,Gerhard_Schroeder,0,30
vote5,Gerhard_Schroeder,1,13
vote5,Gerhard_Schroeder,1,13
vote5,Gerhard_Schroeder,1,20
vote5,Gerhard_Schroeder,1,5
vote5,Gerhard_Schroeder,1,16
single,Gerry_Adams,1,28
single,Gerry_Adams,0,29
single,Gerry_Adams,0,29
single,Gerry_Adams,0,30
vote5,Gerry_Adams,1,15
vote5,Gerry_Adams,1,13
vote5,Gerry_Adams,1,12
vote5,Gerry_Adams,1,6
vote5,Gerry_Adams,1,19
single,Gil_de_Ferran,0,31
single,Gil_de_Ferran,0,30
single,Gil_de_Ferran,0,30
single,Gil_de_Ferran,0,31
vote5,Gil_de_Ferran,1,19
vote5,Gil_de_Ferran,1,25
vote5,Gil_de_Ferran,1,14
vote5,Gil_de_Ferran,1,13
vote5,Gil_de_Ferran,1,11
single,Gloria_Macapagal_Arroyo,1,28
single,Gloria_Macapagal_Arroyo,0,29
single,Gloria_Macapagal_Arroyo,0,30
single,Gloria_Macapagal_Arroyo,0,31
vote5,Gloria_Macapagal_Arroyo,1,17
vote5,Gloria_Macapagal_Arroyo,1,14
vote5,Gloria_Macapagal_Arroyo,1,18
vote5,Gloria_Macapagal_Arroyo,1,8
vote5,Gloria_Macapagal_Arroyo,1,23
single,Goldie_Hawn,0,32
single,Goldie_Hawn,0,30
single,Goldie_Hawn,0,31
single,Goldie_Hawn,0,31
vote5,Goldie_Hawn,1,15
vote5,Goldie_Hawn,0,31
vote5,Goldie_Hawn,1,8
vote5,Goldie_Hawn,1,15
vote5,Goldie_Hawn,1,18
single,Gonzalo_Sanchez_de_Lozada,0,31
single,Gonzalo_Sanchez_de_Lozada,0,30
single,Gonzalo_Sanchez_de_Lozada,1,28
single,Gonzalo_Sanchez_de_Lozada,1,25
vote5,Gonzalo_Sanchez_de_Lozada,1,13
vote5,Gonzalo_Sanchez_de_Lozada,1,21
vote5,Gonzalo_Sanchez_de_Lozada,1,23
vote5,Gonzalo_Sanchez_de_Lozada,1,16
vote5,Gonzalo_Sanchez_de_Lozada,1,10
single,Gordon_Brown,0,31
single,Gordon_Brown,0,31
single,Gordon_Brown,0,30
single,Gordon_Brown,0,31
vote5,Gordon_Brown,1,15
vote5,Gordon_Brown,1,16
vote5,Gordon_Brown,1,11
vote5,Gordon_Brown,1,20
vote5,Gordon_Brown,1,13
single,Grant_Hackett,1,28
single,Grant_Hackett,1,27
single,Grant_Hackett,0,30
single,Grant_Hackett,0,29
vote5,Grant_Hackett,1,11
vote5,Grant_Hackett,1,13
vote5,Grant_Hackett,1,8
vote5,Grant_Hackett,1,19
vote5,Grant_Hackett,1,18
single,Gray_Davis,0,30
single,Gray_Davis,0,29
single,Gray_Davis,1,28
single,Gray_Davis,0,32
vote5,Gray_Davis,1,13
vote5,Gray_Davis,1,12
vote5,Gray_Davis,1,20
vote5,Gray_Davis,1,13
vote5,Gray_Davis,1,23
single,Gregg_Popovich,1,28
single,Gregg_Popovich,0,32
single,Gregg_Popovich,0,30
single,Gregg_Popovich,1,24
vote5,Gregg_Popovich,1,16
vote5,Gregg_Popovich,1,15
vote5,Gregg_Popovich,1,15
vote5,Gregg_Popovich,1,17
vote5,Gregg_Popovich,1,12
single,Guillermo_Coria,0,29
single,Guillermo_Coria,0,31
single,Guillermo_Coria,0,30
single,Guillermo_Coria,0,29
vote5,Guillermo_Coria,1,14
vote5,Guillermo_Coria,1,9
vote5,Guillermo_Coria,1,16
vote5,Guillermo_Coria,1,17
vote5,Guillermo_Coria,1,26
single,Gunter_Pleuger,1,27
single,Gunter_Pleuger,0,29
single,Gunter_Pleuger,1,28
single,Gunter_Pleuger,0,29
vote5,Gunter_Pleuger,1,15
vote5,Gunter_Pleuger,1,13
vote5,Gunter_Pleuger,1,14
vote5,Gunter_Pleuger,1,15
vote5,Gunter_Pleuger,1,9
single,Gwyneth_Paltrow,0,30
single,Gwyneth_Paltrow,0,32
single,Gwyneth_Paltrow,0,30
single,Gwyneth_Paltrow,0,32
vote5,Gwyneth_Paltrow,1,21
vote5,Gwyneth_Paltrow,1,19
vote5,Gwyneth_Paltrow,1,15
vote5,Gwyneth_Paltrow,1,16
vote5,Gwyneth_Paltrow,1,18
single,Habib_Rizieq,0,31
single,Habib_Rizieq,0,30
single,Habib_Rizieq,0,30
single,Habib_Rizieq,0,30
vote5,Habib_Rizieq,1,20
vote5,Habib_Rizieq,1,15
vote5,Habib_Rizieq,1,16
vote5,Habib_Rizieq,1,12
vote5,Habib_Rizieq,1,11
single,Hal_Gehman,1,28
single,Hal_Gehman,0,29
single,Hal_Gehman,0,32
single,Hal_Gehman,0,31
vote5,Hal_Gehman,1,18
vote5,Hal_Gehman,1,10
vote5,Hal_Gehman,1,14
vote5,Hal_Gehman,1,17
vote5,Hal_Gehman,1,20
single,Halle_Berry,0,31
single,Halle_Berry,0,31
single,Halle_Berry,0,29
single,Halle_Berry,1,28
vote5,Halle_Berry,1,8
vote5,Halle_Berry,1,23
vote5,Halle_Berry,1,25
vote5,Halle_Berry,1,17
vote5,Halle_Berry,1,8
single,Hamid_Karzai,1,28
single,Hamid_Karzai,0,31
single,Hamid_Karzai,1,27
single,Hamid_Karzai,0,29
vote5,Hamid_Karzai,1,20
vote5,Hamid_Karzai,1,10
vote5,Hamid_Karzai,1,13
vote5,Hamid_Karzai,1,12
vote5,Hamid_Karzai,1,15
single,Hans_Blix,0,32
single,Hans_Blix,0,32
single,Hans_Blix,0,32
single,Hans_Blix,0,32
vote5,Hans_Blix,0,30
vote5,Hans_Blix,1,16
vote5,Hans_Blix,0,30
vote5,Hans_Blix,1,14
vote5,Hans_Blix,1,12
single,Harrison_Ford,0,29
single,Harrison_Ford,0,31
single,Harrison_Ford,0,32
single,Harrison_Ford,0,31
vote5,Harrison_Ford,1,18
vote5,Harrison_Ford,1,12
vote5,Harrison_Ford,1,15
vote5,Harrison_Ford,0,32
vote5,Harrison_Ford,1,10
single,Heidi_Klum,0,29
single,Heidi_Klum,0,32
single,Heidi_Klum,0,29
single,Heidi_Klum,0,32
vote5,Heidi_Klum,1,17
vote5,Heidi_Klum,1,17
vote5,Heidi_Klum,1,16
vote5,Heidi_Klum,1,17
vote5,Heidi_Klum,1,18
single,Heizo_Takenaka,0,30
single,Heizo_Takenaka,0,29
single,Heizo_Takenaka,0,29
single,Heizo_Takenaka,0,30
vote5,Heizo_Takenaka,1,16
vote5,Heizo_Takenaka,1,20
vote5,Heizo_Takenaka,1,10
vote5,Heizo_Takenaka,1,16
vote5,Heizo_Takenaka,1,10
single,Hillary_Clinton,1,26
single,Hillary_Clinton,1,27
single,Hillary_Clinton,0,29
single,Hillary_Clinton,0,30
vote5,Hillary_Clinton,1,10
vote5,Hillary_Clinton,1,21
vote5,Hillary_Clinton,1,8
vote5,Hillary_Clinton,1,13
vote5,Hillary_Clinton,1,18
single,Hitomi_Soga,0,29
single,Hitomi_Soga,1,28
single,Hitomi_Soga,0,30
single,Hitomi_Soga,0,29
vote5,Hitomi_Soga,1,14
vote5,Hitomi_Soga,1,21
vote5,Hitomi_Soga,1,14
vote5,Hitomi_Soga,1,11
vote5,Hitomi_Soga,1,23
single,Holly_Hunter,0,31
single,Holly_Hunter,0,29
single,Holly_Hunter,0,29
single,Holly_Hunter,0,29
vote5,Holly_Hunter,1,18
vote5,Holly_Hunter,1,11
vote5,Holly_Hunter,1,13
vote5,Holly_Hunter,1,12
vote5,Holly_Hunter,1,19
single,Hosni_Mubarak,1,25
single,Hosni_Mubarak,1,28
single,Hosni_Mubarak,0,30
single,Hosni_Mubarak,1,26
vote5,Hosni_Mubarak,1,10
vote5,Hosni_Mubarak,1,6
vote5,Hosni_Mubarak,1,19
vote5,Hosni_Mubarak,1,17
vote5,Hosni_Mubarak,1,17
single,Howard_Dean,1,28
single,Howard_Dean,1,28
single,Howard_Dean,1,28
single,Howard_Dean,0,29
vote5,Howard_Dean,1,10
vote5,Howard_Dean,1,17
vote5,Howard_Dean,1,12
vote5,Howard_Dean,1,21
vote5,Howard_Dean,1,17
single,Hu_Jintao,0,30
single,Hu_Jintao,0,30
single,Hu_Jintao,0,30
single,Hu_Jintao,0,31
vote5,Hu_Jintao,1,19
vote5,Hu_Jintao,1,23
vote5,Hu_Jintao,1,16
vote5,Hu_Jintao,1,11
vote5,Hu_Jintao,1,14
single,Hugh_Grant,1,27
single,Hugh_Grant,1,28
single,Hugh_Grant,1,25
single,Hugh_Grant,0,29
vote5,Hugh_Grant,1,12
vote5,Hugh_Grant,1,15
vote5,Hugh_Grant,1,12
vote5,Hugh_Grant,1,18
vote5,Hugh_Grant,1,16
single,Hugo_Chavez,1,27
single,Hugo_Chavez,1,28
single,Hugo_Chavez,0,31
single,Hugo_Chavez,1,28
vote5,Hugo_Chavez,1,11
vote5,Hugo_Chavez,1,15
vote5,Hugo_Chavez,1,15
vote5,Hugo_Chavez,1,23
vote5,Hugo_Chavez,1,11
single,Ian_Thorpe,0,32
single,Ian_Thorpe,1,28
single,Ian_Thorpe,0,31
single,Ian_Thorpe,0,29
vote5,Ian_Thorpe,1,19
vote5,Ian_Thorpe,1,24
vote5,Ian_Thorpe,1,10
vote5,Ian_Thorpe,1,14
vote5,Ian_Thorpe,1,11
single,Igor_Ivanov,0,29
single,Igor_Ivanov,0,31
single,Igor_Ivanov,1,28
single,Igor_Ivanov,0,32
vote5,Igor_Ivanov,1,10
vote5,Igor_Ivanov,1,14
vote5,Igor_Ivanov,1,11
vote5,Igor_Ivanov,1,14
vote5,Igor_Ivanov,0,29
single,JK_Rowling,0,31
single,JK_Rowling,0,30
single,JK_Rowling,1,28
single,JK_Rowling,0,30
vote5,JK_Rowling,1,24
vote5,JK_Rowling,1,14
vote5,JK_Rowling,1,17
vote5,JK_Rowling,1,8
vote5,JK_Rowling,1,11
single,Jack_Straw,1,28
single,Jack_Straw,0,30
single,Jack_Straw,1,26
single,Jack_Straw,1,28
vote5,Jack_Straw,1,9
vote5,Jack_Straw,1,19
vote5,Jack_Straw,1,14
vote5,Jack_Straw,1,18
vote5,Jack_Straw,1,15
single,Jackie_Chan,0,31
