config,person,ok,byte_errors
single,Roger_Federer,0,29
single,Roger_Federer,0,32
vote5,Roger_Federer,1,13
vote5,Roger_Federer,1,18
vote5,Roger_Federer,1,12
vote5,Roger_Federer,1,9
vote5,Roger_Federer,1,25
single,Roger_Moore,0,32
single,Roger_Moore,1,26
single,Roger_Moore,1,26
single,Roger_Moore,0,31
vote5,Roger_Moore,1,11
vote5,Roger_Moore,1,27
vote5,Roger_Moore,1,18
vote5,Roger_Moore,1,11
vote5,Roger_Moore,1,15
single,Roh_Moo-hyun,0,29
single,Roh_Moo-hyun,1,28
single,Roh_Moo-hyun,1,27
single,Roh_Moo-hyun,0,30
vote5,Roh_Moo-hyun,1,16
vote5,Roh_Moo-hyun,1,7
vote5,Roh_Moo-hyun,1,16
vote5,Roh_Moo-hyun,1,10
vote5,Roh_Moo-hyun,1,9
single,Roman_Polanski,1,28
single,Roman_Polanski,0,29
single,Roman_Polanski,0,29
single,Roman_Polanski,0,30
vote5,Roman_Polanski,1,13
vote5,Roman_Polanski,1,8
vote5,Roman_Polanski,1,18
vote5,Roman_Polanski,1,13
vote5,Roman_Polanski,1,15
single,Romano_Prodi,0,31
single,Romano_Prodi,0,31
single,Romano_Prodi,0,31
single,Romano_Prodi,0,32
vote5,Romano_Prodi,1,27
vote5,Romano_Prodi,1,20
vote5,Romano_Prodi,1,19
vote5,Romano_Prodi,1,12
vote5,Romano_Prodi,1,17
single,Ron_Dittemore,0,29
single,Ron_Dittemore,0,29
single,Ron_Dittemore,0,30
single,Ron_Dittemore,1,26
vote5,Ron_Dittemore,1,19
vote5,Ron_Dittemore,1,10
vote5,Ron_Dittemore,1,12
vote5,Ron_Dittemore,1,14
vote5,Ron_Dittemore,1,12
single,Roy_Moore,1,28
single,Roy_Moore,0,30
single,Roy_Moore,0,32
single,Roy_Moore,0,29
vote5,Roy_Moore,1,18
vote5,Roy_Moore,1,18
vote5,Roy_Moore,1,9
vote5,Roy_Moore,1,7
vote5,Roy_Moore,1,15
single,Rubens_Barrichello,1,28
single,Rubens_Barrichello,0,30
single,Rubens_Barrichello,0,31
single,Rubens_Barrichello,0,31
vote5,Rubens_Barrichello,1,16
vote5,Rubens_Barrichello,1,13
vote5,Rubens_Barrichello,1,19
vote5,Rubens_Barrichello,1,19
vote5,Rubens_Barrichello,1,22
single,Rudolph_Giuliani,0,30
single,Rudolph_Giuliani,0,30
single,Rudolph_Giuliani,1,28
single,Rudolph_Giuliani,0,32
vote5,Rudolph_Giuliani,1,18
vote5,Rudolph_Giuliani,1,12
vote5,Rudolph_Giuliani,1,13
vote5,Rudolph_Giuliani,1,14
vote5,Rudolph_Giuliani,1,27
single,Russell_Simmons,1,26
single,Russell_Simmons,0,32
single,Russell_Simmons,0,29
single,Russell_Simmons,0,29
vote5,Russell_Simmons,1,7
vote5,Russell_Simmons,1,8
vote5,Russell_Simmons,0,32
vote5,Russell_Simmons,1,11
vote5,Russell_Simmons,1,12
single,Saddam_Hussein,1,24
single,Saddam_Hussein,0,30
single,Saddam_Hussein,0,29
single,Saddam_Hussein,1,27
vote5,Saddam_Hussein,1,16
vote5,Saddam_Hussein,1,10
vote5,Saddam_Hussein,1,20
vote5,Saddam_Hussein,1,16
vote5,Saddam_Hussein,1,11
single,Salma_Hayek,0,31
single,Salma_Hayek,0,29
single,Salma_Hayek,0,32
single,Salma_Hayek,0,30
vote5,Salma_Hayek,1,19
vote5,Salma_Hayek,1,23
vote5,Salma_Hayek,1,4
vote5,Salma_Hayek,1,21
vote5,Salma_Hayek,1,8
single,Sarah_Hughes,0,30
single,Sarah_Hughes,0,31
single,Sarah_Hughes,1,27
single,Sarah_Hughes,1,28
vote5,Sarah_Hughes,1,15
vote5,Sarah_Hughes,1,24
vote5,Sarah_Hughes,1,8
vote5,Sarah_Hughes,1,16
vote5,Sarah_Hughes,1,20
single,Sarah_Jessica_Parker,0,29
single,Sarah_Jessica_Parker,0,30
single,Sarah_Jessica_Parker,0,32
single,Sarah_Jessica_Parker,0,30
vote5,Sarah_Jessica_Parker,1,19
vote5,Sarah_Jessica_Parker,1,15
vote5,Sarah_Jessica_Parker,1,22
vote5,Sarah_Jessica_Parker,1,12
vote5,Sarah_Jessica_Parker,1,15
single,Scott_McClellan,1,27
single,Scott_McClellan,1,25
single,Scott_McClellan,1,27
single,Scott_McClellan,0,30
vote5,Scott_McClellan,1,9
vote5,Scott_McClellan,1,13
vote5,Scott_McClellan,1,12
vote5,Scott_McClellan,1,16
vote5,Scott_McClellan,1,17
single,Scott_Peterson,0,31
single,Scott_Peterson,0,31
single,Scott_Peterson,0,30
single,Scott_Peterson,0,29
vote5,Scott_Peterson,1,18
vote5,Scott_Peterson,1,16
vote5,Scott_Peterson,1,19
vote5,Scott_Peterson,1,8
vote5,Scott_Peterson,1,17
single,Sean_OKeefe,1,28
single,Sean_OKeefe,1,28
single,Sean_OKeefe,1,28
single,Sean_OKeefe,0,29
vote5,Sean_OKeefe,1,11
vote5,Sean_OKeefe,1,15
vote5,Sean_OKeefe,1,16
vote5,Sean_OKeefe,1,11
vote5,Sean_OKeefe,1,19
single,Serena_Williams,0,30
single,Serena_Williams,0,31
single,Serena_Williams,1,27
single,Serena_Williams,0,30
vote5,Serena_Williams,1,14
vote5,Serena_Williams,1,9
vote5,Serena_Williams,1,21
vote5,Serena_Williams,1,12
vote5,Serena_Williams,1,22
single,Sergei_Ivanov,0,31
single,Sergei_Ivanov,0,31
single,Sergei_Ivanov,1,28
single,Sergei_Ivanov,0,30
vote5,Sergei_Ivanov,1,17
vote5,Sergei_Ivanov,1,19
vote5,Sergei_Ivanov,1,19
vote5,Sergei_Ivanov,1,10
vote5,Sergei_Ivanov,1,15
single,Sergey_Lavrov,1,28
single,Sergey_Lavrov,1,27
single,Sergey_Lavrov,0,30
single,Sergey_Lavrov,1,26
vote5,Sergey_Lavrov,1,13
vote5,Sergey_Lavrov,1,23
vote5,Sergey_Lavrov,1,14
vote5,Sergey_Lavrov,1,12
vote5,Sergey_Lavrov,1,12
single,Sergio_Vieira_De_Mello,1,28
single,Sergio_Vieira_De_Mello,0,30
single,Sergio_Vieira_De_Mello,0,30
single,Sergio_Vieira_De_Mello,0,29
vote5,Sergio_Vieira_De_Mello,1,14
vote5,Sergio_Vieira_De_Mello,1,14
vote5,Sergio_Vieira_De_Mello,1,18
vote5,Sergio_Vieira_De_Mello,1,19
vote5,Sergio_Vieira_De_Mello,1,12
single,Sharon_Stone,0,32
single,Sharon_Stone,0,32
single,Sharon_Stone,0,31
single,Sharon_Stone,0,32
vote5,Sharon_Stone,1,24
vote5,Sharon_Stone,1,7
vote5,Sharon_Stone,1,18
vote5,Sharon_Stone,1,19
vote5,Sharon_Stone,1,16
single,Sheryl_Crow,1,27
single,Sheryl_Crow,0,31
single,Sheryl_Crow,0,29
single,Sheryl_Crow,0,30
vote5,Sheryl_Crow,1,23
vote5,Sheryl_Crow,1,9
vote5,Sheryl_Crow,1,8
vote5,Sheryl_Crow,1,19
vote5,Sheryl_Crow,1,6
single,Shimon_Peres,0,31
single,Shimon_Peres,0,31
single,Shimon_Peres,1,28
single,Shimon_Peres,1,28
vote5,Shimon_Peres,1,20
vote5,Shimon_Peres,1,15
vote5,Shimon_Peres,1,15
vote5,Shimon_Peres,1,20
vote5,Shimon_Peres,1,11
single,Silvan_Shalom,0,29
single,Silvan_Shalom,0,32
single,Silvan_Shalom,0,32
single,Silvan_Shalom,1,28
vote5,Silvan_Shalom,1,18
vote5,Silvan_Shalom,1,18
vote5,Silvan_Shalom,1,23
vote5,Silvan_Shalom,1,20
vote5,Silvan_Shalom,1,14
single,Silvio_Berlusconi,1,27
single,Silvio_Berlusconi,0,31
single,Silvio_Berlusconi,1,24
single,Silvio_Berlusconi,0,29
vote5,Silvio_Berlusconi,1,10
vote5,Silvio_Berlusconi,1,17
vote5,Silvio_Berlusconi,1,21
vote5,Silvio_Berlusconi,1,10
vote5,Silvio_Berlusconi,1,15
single,Sophia_Loren,0,30
single,Sophia_Loren,0,29
single,Sophia_Loren,1,27
single,Sophia_Loren,1,26
vote5,Sophia_Loren,1,14
vote5,Sophia_Loren,1,10
vote5,Sophia_Loren,1,22
vote5,Sophia_Loren,1,11
vote5,Sophia_Loren,1,22
single,Sourav_Ganguly,0,32
single,Sourav_Ganguly,0,31
single,Sourav_Ganguly,0,31
single,Sourav_Ganguly,0,32
vote5,Sourav_Ganguly,1,23
vote5,Sourav_Ganguly,1,22
vote5,Sourav_Ganguly,1,18
vote5,Sourav_Ganguly,1,9
vote5,Sourav_Ganguly,1,17
single,Spencer_Abraham,0,31
single,Spencer_Abraham,0,29
single,Spencer_Abraham,1,27
single,Spencer_Abraham,0,30
vote5,Spencer_Abraham,1,10
vote5,Spencer_Abraham,1,25
vote5,Spencer_Abraham,1,9
vote5,Spencer_Abraham,1,8
vote5,Spencer_Abraham,1,16
single,Steffi_Graf,0,31
single,Steffi_Graf,0,32
single,Steffi_Graf,0,32
single,Steffi_Graf,0,31
vote5,Steffi_Graf,1,24
vote5,Steffi_Graf,1,12
vote5,Steffi_Graf,1,15
vote5,Steffi_Graf,1,18
vote5,Steffi_Graf,1,15
single,Steve_Lavin,0,32
single,Steve_Lavin,0,29
single,Steve_Lavin,1,28
single,Steve_Lavin,0,29
vote5,Steve_Lavin,1,21
vote5,Steve_Lavin,1,13
vote5,Steve_Lavin,1,14
vote5,Steve_Lavin,1,10
vote5,Steve_Lavin,1,14
single,Steve_Nash,0,30
single,Steve_Nash,0,31
single,Steve_Nash,0,29
single,Steve_Nash,0,30
vote5,Steve_Nash,1,18
vote5,Steve_Nash,1,17
vote5,Steve_Nash,1,10
vote5,Steve_Nash,1,10
vote5,Steve_Nash,1,17
single,Steven_Spielberg,0,32
single,Steven_Spielberg,0,30
single,Steven_Spielberg,1,28
single,Steven_Spielberg,0,29
vote5,Steven_Spielberg,1,9
vote5,Steven_Spielberg,1,23
vote5,Steven_Spielberg,1,14
vote5,Steven_Spielberg,1,20
vote5,Steven_Spielberg,1,19
single,Susan_Sarandon,0,30
single,Susan_Sarandon,0,29
single,Susan_Sarandon,0,31
single,Susan_Sarandon,0,31
vote5,Susan_Sarandon,1,16
vote5,Susan_Sarandon,1,16
vote5,Susan_Sarandon,1,21
vote5,Susan_Sarandon,1,24
vote5,Susan_Sarandon,1,14
single,Sylvester_Stallone,0,29
single,Sylvester_Stallone,0,30
single,Sylvester_Stallone,0,32
single,Sylvester_Stallone,0,32
vote5,Sylvester_Stallone,1,13
vote5,Sylvester_Stallone,1,14
vote5,Sylvester_Stallone,1,14
vote5,Sylvester_Stallone,1,25
vote5,Sylvester_Stallone,1,18
single,Taha_Yassin_Ramadan,0,32
single,Taha_Yassin_Ramadan,1,28
single,Taha_Yassin_Ramadan,1,28
single,Taha_Yassin_Ramadan,0,29
vote5,Taha_Yassin_Ramadan,1,10
vote5,Taha_Yassin_Ramadan,0,31
vote5,Taha_Yassin_Ramadan,1,14
vote5,Taha_Yassin_Ramadan,1,14
vote5,Taha_Yassin_Ramadan,1,15
single,Tang_Jiaxuan,1,23
single,Tang_Jiaxuan,1,26
single,Tang_Jiaxuan,1,27
single,Tang_Jiaxuan,1,27
vote5,Tang_Jiaxuan,1,14
vote5,Tang_Jiaxuan,1,6
vote5,Tang_Jiaxuan,1,6
vote5,Tang_Jiaxuan,1,10
vote5,Tang_Jiaxuan,1,17
single,Tariq_Aziz,1,19
single,Tariq_Aziz,0,29
single,Tariq_Aziz,0,29
single,Tariq_Aziz,1,27
vote5,Tariq_Aziz,1,9
vote5,Tariq_Aziz,1,1
vote5,Tariq_Aziz,1,18
vote5,Tariq_Aziz,1,20
vote5,Tariq_Aziz,1,17
single,Thaksin_Shinawatra,1,27
single,Thaksin_Shinawatra,0,32
single,Thaksin_Shinawatra,0,29
single,Thaksin_Shinawatra,0,30
vote5,Thaksin_Shinawatra,1,13
vote5,Thaksin_Shinawatra,1,14
vote5,Thaksin_Shinawatra,0,32
vote5,Thaksin_Shinawatra,1,8
vote5,Thaksin_Shinawatra,1,12
single,Thomas_OBrien,1,28
single,Thomas_OBrien,0,29
single,Thomas_OBrien,1,27
single,Thomas_OBrien,0,30
vote5,Thomas_OBrien,1,16
vote5,Thomas_OBrien,1,13
vote5,Thomas_OBrien,1,13
vote5,Thomas_OBrien,1,11
vote5,Thomas_OBrien,1,12
single,Tiger_Woods,0,31
single,Tiger_Woods,1,28
single,Tiger_Woods,0,31
single,Tiger_Woods,0,30
vote5,Tiger_Woods,1,23
vote5,Tiger_Woods,1,13
vote5,Tiger_Woods,1,12
vote5,Tiger_Woods,1,20
vote5,Tiger_Woods,1,13
single,Tim_Henman,1,25
single,Tim_Henman,0,30
single,Tim_Henman,0,32
single,Tim_Henman,0,31
vote5,Tim_Henman,1,8
vote5,Tim_Henman,1,12
vote5,Tim_Henman,1,22
vote5,Tim_Henman,1,22
vote5,Tim_Henman,1,24
single,Tim_Robbins,0,29
single,Tim_Robbins,0,29
single,Tim_Robbins,0,30
single,Tim_Robbins,1,26
vote5,Tim_Robbins,1,11
vote5,Tim_Robbins,1,18
vote5,Tim_Robbins,1,23
vote5,Tim_Robbins,1,18
vote5,Tim_Robbins,1,12
single,Tom_Crean,0,30
single,Tom_Crean,0,30
single,Tom_Crean,0,30
single,Tom_Crean,0,31
vote5,Tom_Crean,1,19
vote5,Tom_Crean,1,18
vote5,Tom_Crean,1,5
vote5,Tom_Crean,1,19
vote5,Tom_Crean,1,15
single,Tom_Cruise,0,29
single,Tom_Cruise,0,29
single,Tom_Cruise,0,29
single,Tom_Cruise,0,30
vote5,Tom_Cruise,1,12
vote5,Tom_Cruise,1,15
vote5,Tom_Cruise,1,16
vote5,Tom_Cruise,1,19
vote5,Tom_Cruise,1,17
single,Tom_Daschle,0,30
single,Tom_Daschle,1,27
single,Tom_Daschle,0,32
single,Tom_Daschle,0,31
vote5,Tom_Daschle,1,19
vote5,Tom_Daschle,1,17
vote5,Tom_Daschle,1,6
vote5,Tom_Daschle,1,24
vote5,Tom_Daschle,1,13
single,Tom_Hanks,0,31
single,Tom_Hanks,0,29
single,Tom_Hanks,0,31
single,Tom_Hanks,0,31
vote5,Tom_Hanks,1,19
vote5,Tom_Hanks,1,10
vote5,Tom_Hanks,1,8
vote5,Tom_Hanks,1,8
vote5,Tom_Hanks,1,23
single,Tom_Harkin,0,31
single,Tom_Harkin,0,30
single,Tom_Harkin,0,30
single,Tom_Harkin,0,32
vote5,Tom_Harkin,1,12
vote5,Tom_Harkin,1,18
vote5,Tom_Harkin,1,18
vote5,Tom_Harkin,1,17
vote5,Tom_Harkin,1,19
single,Tom_Ridge,0,29
single,Tom_Ridge,0,31
single,Tom_Ridge,0,32
single,Tom_Ridge,1,28
vote5,Tom_Ridge,1,16
vote5,Tom_Ridge,1,13
vote5,Tom_Ridge,1,17
vote5,Tom_Ridge,1,20
vote5,Tom_Ridge,1,12
single,Tommy_Franks,0,31
single,Tommy_Franks,0,32
single,Tommy_Franks,1,27
single,Tommy_Franks,0,31
vote5,Tommy_Franks,1,14
vote5,Tommy_Franks,1,22
vote5,Tommy_Franks,1,14
vote5,Tommy_Franks,1,19
vote5,Tommy_Franks,1,12
single,Tommy_Haas,0,30
single,Tommy_Haas,0,30
single,Tommy_Haas,1,27
single,Tommy_Haas,0,31
vote5,Tommy_Haas,1,17
vote5,Tommy_Haas,1,22
vote5,Tommy_Haas,1,20
vote5,Tommy_Haas,1,14
vote5,Tommy_Haas,1,18
single,Tommy_Thompson,0,30
single,Tommy_Thompson,1,28
single,Tommy_Thompson,0,30
single,Tommy_Thompson,0,30
vote5,Tommy_Thompson,1,20
vote5,Tommy_Thompson,1,12
vote5,Tommy_Thompson,1,18
vote5,Tommy_Thompson,1,12
vote5,Tommy_Thompson,1,12
single,Tony_Blair,0,31
single,Tony_Blair,0,30
single,Tony_Blair,0,31
single,Tony_Blair,0,30
vote5,Tony_Blair,1,20
vote5,Tony_Blair,1,15
vote5,Tony_Blair,1,17
vote5,Tony_Blair,1,14
vote5,Tony_Blair,1,18
single,Tony_Stewart,0,31
single,Tony_Stewart,0,30
single,Tony_Stewart,0,30
single,Tony_Stewart,0,32
vote5,Tony_Stewart,1,13
vote5,Tony_Stewart,1,9
vote5,Tony_Stewart,1,15
vote5,Tony_Stewart,1,23
vote5,Tony_Stewart,1,22
single,Trent_Lott,0,30
single,Trent_Lott,0,30
single,Trent_Lott,1,27
single,Trent_Lott,1,27
vote5,Trent_Lott,1,13
vote5,Trent_Lott,1,17
vote5,Trent_Lott,1,18
vote5,Trent_Lott,1,15
vote5,Trent_Lott,1,10
single,Tung_Chee-hwa,0,32
single,Tung_Chee-hwa,0,32
single,Tung_Chee-hwa,0,32
single,Tung_Chee-hwa,0,32
vote5,Tung_Chee-hwa,0,31
vote5,Tung_Chee-hwa,1,13
vote5,Tung_Chee-hwa,1,13
vote5,Tung_Chee-hwa,1,17
vote5,Tung_Chee-hwa,1,11
single,Vaclav_Havel,0,30
single,Vaclav_Havel,0,32
single,Vaclav_Havel,0,31
single,Vaclav_Havel,0,29
vote5,Vaclav_Havel,1,22
vote5,Vaclav_Havel,1,12
vote5,Vaclav_Havel,1,8
vote5,Vaclav_Havel,1,16
vote5,Vaclav_Havel,1,12
single,Valentino_Rossi,1,27
single,Valentino_Rossi,0,31
single,Valentino_Rossi,1,27
single,Valentino_Rossi,0,30
vote5,Valentino_Rossi,1,18
vote5,Valentino_Rossi,1,12
vote5,Valentino_Rossi,1,20
vote5,Valentino_Rossi,1,20
vote5,Valentino_Rossi,1,16
single,Valery_Giscard_dEstaing,0,30
single,Valery_Giscard_dEstaing,0,29
single,Valery_Giscard_dEstaing,0,30
single,Valery_Giscard_dEstaing,0,30
vote5,Valery_Giscard_dEstaing,1,11
vote5,Valery_Giscard_dEstaing,1,15
vote5,Valery_Giscard_dEstaing,1,15
vote5,Valery_Giscard_dEstaing,1,17
vote5,Valery_Giscard_dEstaing,1,18
single,Vanessa_Redgrave,0,32
single,Vanessa_Redgrave,0,29
single,Vanessa_Redgrave,0,29
single,Vanessa_Redgrave,0,29
vote5,Vanessa_Redgrave,1,20
vote5,Vanessa_Redgrave,1,12
vote5,Vanessa_Redgrave,1,6
vote5,Vanessa_Redgrave,1,10
vote5,Vanessa_Redgrave,1,14
single,Venus_Williams,0,31
single,Venus_Williams,0,31
single,Venus_Williams,1,26
single,Venus_Williams,0,30
vote5,Venus_Williams,1,19
vote5,Venus_Williams,1,19
vote5,Venus_Williams,1,21
vote5,Venus_Williams,1,12
vote5,Venus_Williams,1,13
single,Vicente_Fernandez,0,29
single,Vicente_Fernandez,0,30
single,Vicente_Fernandez,1,27
single,Vicente_Fernandez,0,30
vote5,Vicente_Fernandez,1,17
vote5,Vicente_Fernandez,1,12
vote5,Vicente_Fernandez,1,17
vote5,Vicente_Fernandez,1,13
vote5,Vicente_Fernandez,1,21
single,Vicente_Fox,0,30
single,Vicente_Fox,1,28
single,Vicente_Fox,1,28
single,Vicente_Fox,0,29
vote5,Vicente_Fox,1,20
vote5,Vicente_Fox,1,18
vote5,Vicente_Fox,1,8
vote5,Vicente_Fox,1,7
vote5,Vicente_Fox,1,18
single,Victoria_Clarke,0,30
single,Victoria_Clarke,1,26
single,Victoria_Clarke,0,30
single,Victoria_Clarke,1,28
vote5,Victoria_Clarke,1,23
vote5,Victoria_Clarke,1,16
vote5,Victoria_Clarke,1,8
vote5,Victoria_Clarke,1,15
vote5,Victoria_Clarke,1,7
single,Vincent_Brooks,0,29
single,Vincent_Brooks,1,26
single,Vincent_Brooks,0,29
single,Vincent_Brooks,1,27
vote5,Vincent_Brooks,1,18
vote5,Vincent_Brooks,1,10
vote5,Vincent_Brooks,1,12
vote5,Vincent_Brooks,1,12
vote5,Vincent_Brooks,1,11
single,Vladimir_Putin,1,28
single,Vladimir_Putin,0,29
single,Vladimir_Putin,0,30
single,Vladimir_Putin,1,27
vote5,Vladimir_Putin,1,18
vote5,Vladimir_Putin,1,13
vote5,Vladimir_Putin,1,5
vote5,Vladimir_Putin,1,17
vote5,Vladimir_Putin,1,14
single,Vojislav_Kostunica,0,30
single,Vojislav_Kostunica,0,31
single,Vojislav_Kostunica,0,30
single,Vojislav_Kostunica,0,31
vote5,Vojislav_Kostunica,1,21
vote5,Vojislav_Kostunica,1,15
vote5,Vojislav_Kostunica,1,14
vote5,Vojislav_Kostunica,1,15
vote5,Vojislav_Kostunica,1,13
single,Walter_Mondale,0,32
single,Walter_Mondale,0,31
single,Walter_Mondale,1,28
single,Walter_Mondale,0,32
vote5,Walter_Mondale,1,19
vote5,Walter_Mondale,1,18
vote5,Walter_Mondale,1,15
vote5,Walter_Mondale,1,8
vote5,Walter_Mondale,1,17
single,Wayne_Ferreira,1,28
single,Wayne_Ferreira,0,31
single,Wayne_Ferreira,1,26
single,Wayne_Ferreira,0,29
vote5,Wayne_Ferreira,1,17
vote5,Wayne_Ferreira,1,13
vote5,Wayne_Ferreira,1,14
vote5,Wayne_Ferreira,1,16
vote5,Wayne_Ferreira,1,15
single,Wen_Jiabao,1,28
single,Wen_Jiabao,1,26
single,Wen_Jiabao,0,29
single,Wen_Jiabao,1,25
vote5,Wen_Jiabao,1,10
vote5,Wen_Jiabao,1,16
vote5,Wen_Jiabao,1,16
vote5,Wen_Jiabao,1,14
vote5,Wen_Jiabao,1,15
single,William_Donaldson,1,28
single,William_Donaldson,0,32
single,William_Donaldson,1,28
single,William_Donaldson,1,28
vote5,William_Donaldson,1,18
vote5,William_Donaldson,1,14
vote5,William_Donaldson,1,16
vote5,William_Donaldson,1,10
vote5,William_Donaldson,1,11
single,William_Ford_Jr,0,31
single,William_Ford_Jr,0,30
single,William_Ford_Jr,1,27
single,William_Ford_Jr,0,29
vote5,William_Ford_Jr,1,19
vote5,William_Ford_Jr,1,17
vote5,William_Ford_Jr,1,14
vote5,William_Ford_Jr,1,10
vote5,William_Ford_Jr,1,10
single,William_Macy,0,31
single,William_Macy,0,30
single,William_Macy,0,30
single,William_Macy,1,26
vote5,William_Macy,1,9
vote5,William_Macy,1,21
vote5,William_Macy,1,8
vote5,William_Macy,1,11
vote5,William_Macy,1,19
single,Winona_Ryder,0,30
single,Winona_Ryder,0,29
single,Winona_Ryder,0,29
single,Winona_Ryder,0,30
vote5,Winona_Ryder,1,12
vote5,Winona_Ryder,1,22
vote5,Winona_Ryder,1,17
vote5,Winona_Ryder,1,20
vote5,Winona_Ryder,1,16
single,Woody_Allen,0,29
single,Woody_Allen,1,27
single,Woody_Allen,0,30
single,Woody_Allen,1,27
vote5,Woody_Allen,1,12
vote5,Woody_Allen,1,18
vote5,Woody_Allen,1,19
vote5,Woody_Allen,1,12
vote5,Woody_Allen,1,17
single,Xanana_Gusmao,0,32
single,Xanana_Gusmao,1,28
single,Xanana_Gusmao,1,27
single,Xanana_Gusmao,0,32
vote5,Xanana_Gusmao,1,9
vote5,Xanana_Gusmao,0,31
vote5,Xanana_Gusmao,1,16
vote5,Xanana_Gusmao,1,13
vote5,Xanana_Gusmao,1,21
single,Xavier_Malisse,1,28
single,Xavier_Malisse,0,30
single,Xavier_Malisse,1,24
single,Xavier_Malisse,1,26
vote5,Xavier_Malisse,1,10
vote5,Xavier_Malisse,1,13
vote5,Xavier_Malisse,1,20
vote5,Xavier_Malisse,1,10
vote5,Xavier_Malisse,1,13
single,Yao_Ming,1,28
single,Yao_Ming,0,29
single,Yao_Ming,0,29
single,Yao_Ming,0,30
vote5,Yao_Ming,1,13
vote5,Yao_Ming,1,6
vote5,Yao_Ming,1,16
vote5,Yao_Ming,1,15
vote5,Yao_Ming,1,18
single,Yashwant_Sinha,1,23
single,Yashwant_Sinha,0,30
single,Yashwant_Sinha,0,32
single,Yashwant_Sinha,1,28
vote5,Yashwant_Sinha,1,6
vote5,Yashwant_Sinha,1,6
vote5,Yashwant_Sinha,1,16
vote5,Yashwant_Sinha,1,13
vote5,Yashwant_Sinha,1,16
single,Yasser_Arafat,1,24
single,Yasser_Arafat,1,24
single,Yasser_Arafat,0,30
single,Yasser_Arafat,1,26
vote5,Yasser_Arafat,1,9
vote5,Yasser_Arafat,1,9
vote5,Yasser_Arafat,1,6
vote5,Yasser_Arafat,1,24
vote5,Yasser_Arafat,1,13
single,Yoko_Ono,1,24
single,Yoko_Ono,0,30
single,Yoko_Ono,0,29
single,Yoko_Ono,0,32
vote5,Yoko_Ono,1,9
vote5,Yoko_Ono,1,10
vote5,Yoko_Ono,1,13
vote5,Yoko_Ono,1,14
vote5,Yoko_Ono,1,25
single,Yoriko_Kawaguchi,0,31
single,Yoriko_Kawaguchi,0,31
single,Yoriko_Kawaguchi,0,31
single,Yoriko_Kawaguchi,0,30
vote5,Yoriko_Kawaguchi,1,14
vote5,Yoriko_Kawaguchi,1,18
vote5,Yoriko_Kawaguchi,1,13
vote5,Yoriko_Kawaguchi,1,23
vote5,Yoriko_Kawaguchi,1,9
single,Zhu_Rongji,0,29
single,Zhu_Rongji,1,26
single,Zhu_Rongji,1,28
single,Zhu_Rongji,0,30
vote5,Zhu_Rongji,1,9
vote5,Zhu_Rongji,1,16
vote5,Zhu_Rongji,1,14
vote5,Zhu_Rongji,1,15
vote5,Zhu_Rongji,1,15
single,Zinedine_Zidane,1,28
single,Zinedine_Zidane,1,28
single,Zinedine_Zidane,0,31
single,Zinedine_Zidane,0,30
vote5,Zinedine_Zidane,1,18
vote5,Zinedine_Zidane,1,8
vote5,Zinedine_Zidane,1,16
vote5,Zinedine_Zidane,1,12
vote5,Zinedine_Zidane,1,10
